,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Exit_Probability,Predicted
54,15569590,Yoo,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,0.9772385445269153,1
55,15760861,Phillipps,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,0.1295776591360788,0
56,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,0.6644476325856009,1
57,15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,0.03638267964209685,0
58,15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.5700960146862645,1
59,15804771,Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.6226424421072089,1
60,15651280,Hunter,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,0.16636600119139117,0
61,15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,0.05612856403121184,0
62,15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.053585645571527576,0
63,15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.08706966017407501,0
64,15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,0.014067633584431239,0
65,15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,0.03376913891281135,0
66,15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.21468731447102685,0
67,15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.024110920998028258,0
68,15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,0.053926577149673825,0
69,15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,0.04648523762002174,0
70,15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,0.9727858398999063,1
71,15620344,McKee,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.026115789054801365,0
72,15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,0.025374315312951246,0
73,15779052,Ballard,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,0.01679599327344018,0
74,15770811,Wallace,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.013406402747913751,0
75,15780961,Cavenagh,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,0.03124567444755518,0
76,15614049,Hu,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.024632942180175452,0
77,15662085,Read,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.019361753684911536,0
78,15575185,Bushell,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.02149218331163013,0
79,15803136,Postle,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,0.28269393484395555,0
80,15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.04005321118861068,0
81,15663706,Leonard,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.1334421145662108,0
82,15641732,Mills,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.03906893338876068,0
83,15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.02018246061631318,0
84,15738751,Beit,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.04021757239626184,0
85,15805254,Ndukaku,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.015679498846613172,0
86,15762418,Gant,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.6677937902825661,1
87,15625759,Rowley,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.013394436099305943,0
88,15622897,Sharpe,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.9757427211411246,1
89,15767954,Osborne,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.01556237022668135,0
90,15757535,Heap,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.9833456808418702,1
91,15731511,Ritchie,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.27556970195307573,0
92,15809248,Cole,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.02093650773868294,0
93,15640635,Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.014472552140361094,0
94,15676966,Capon,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.017128339814616467,0
95,15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,0.04415776244725768,0
96,15738721,Graham,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,0.03986856982056175,0
97,15693683,Yuille,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.019684688802086493,0
98,15604348,Allard,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.01566123873080911,0
99,15633059,Fanucci,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.01882215455897517,0
100,15808582,Fu,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.19435775091864538,0
101,15743192,Hung,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.40956094974839863,0
102,15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,0.044608394313483464,0
103,15776605,Bradley,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.018109305879515494,0
104,15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0588031006884952,0
105,15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,0.7672949542485363,1
106,15599195,Stiger,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,0.0240859649572144,0
107,15812878,Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,0.5729030676068662,1
108,15602312,Walkom,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0.18993245697449218,0
109,15744689,T'ang,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.7883995266486676,1
110,15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,0.027794278863897924,0
111,15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,0.1814717498473561,0
112,15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0.17610134589468648,0
113,15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0.016774875679747572,0
114,15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,0.8600596937474633,1
115,15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0.015810925548173524,0
116,15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0.02925211479718125,0
117,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.022373247165771493,0
118,15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5236471595783494,1
119,15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0.032110334194795656,0
120,15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0.031145914102284546,0
121,15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0.028238413933207817,0
122,15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.016794405090820173,0
123,15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.08248322185356258,0
124,15779659,Zetticci,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.14643084482269483,0
125,15627360,Fuller,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,0.9095283417963375,1
126,15671137,MacDonald,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.9399786741940611,1
127,15782688,Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,0.9757530187088129,1
128,15575492,Kennedy,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.04099119054901175,0
129,15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.03274844629963876,0
130,15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.012748722333375104,0
131,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0.8792948518525149,1
132,15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0.02451748577525007,0
133,15642004,Alekseeva,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.013461690702462285,0
134,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0.027927893260685864,0
135,15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0.4056619577076588,0
136,15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.05498607995998213,0
137,15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0.08622951246620972,0
138,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0.9684643727014425,1
139,15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,0.7709724597365031,1
140,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.26986643608031224,0
141,15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.012951132220512699,0
142,15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.04176661215704895,0
143,15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.987033514666722,1
144,15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0.5890724959063958,1
145,15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0.02497072573588321,0
146,15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0.03103262578264553,0
147,15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0.028518339639297667,0
148,15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0.05305041533583006,0
149,15794413,Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0,0.0218840640115356,0
150,15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0.01575116981946532,0
151,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,0.9298186321722197,1
152,15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0.06088244702642047,0
153,15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0.016326277771859264,0
154,15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0.013789011545203986,0
155,15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,0.9846262805270557,1
156,15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0.017267056270549565,0
157,15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0.014343281707438807,0
158,15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0.019480836768683563,0
159,15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0.23270613767193934,0
160,15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0.021672554661893457,0
161,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0.016641568032777092,0
162,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0.2439223791087736,0
163,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0.01334887866320079,0
164,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,0.11570289328487857,0
165,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0.033838266062315846,0
166,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,0.95858943395152,1
167,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0.617757110388085,1
168,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,0.03832598722651402,0
169,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0.038651449842805,0
170,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0.03554070981652892,0
171,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,0.03567240879962873,0
172,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,0.75970019459197,1
173,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,0.024389957259517425,0
174,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0.01358452324135174,0
175,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0.025480137326919172,0
176,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0.01532911778094564,0
177,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0.061688464608786055,0
178,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0.02770960529130223,0
179,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,0.9673959568047975,1
180,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0.10062359604477433,0
181,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,0.02612670391219248,0
182,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0.11689486491960459,0
183,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,0.014264630833718941,0
184,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,0.9604226289542469,1
185,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0.01656586601071256,0
186,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0.09340034319407539,0
187,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0.1620713313882402,0
188,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0.014262108885766303,0
189,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0.07282292440106525,0
190,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0.8908226872901606,1
191,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0.024319379204967264,0
192,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0.01871115247742867,0
193,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0.018131120261660423,0
194,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0.02324907092186531,0
195,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,0.018042812210983215,0
196,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.01851949585236549,0
197,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.13403415987273334,0
198,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,0.026508887875029207,0
199,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0.04631045700766177,0
200,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0.014480146547353832,0
201,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0.1551319908788585,0
202,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,0.9671221204659737,1
203,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,0.8512188501309058,1
204,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0.050354709654442845,0
205,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0.03624481282165791,0
206,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,0.9496488836733018,1
207,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0.013890582750957356,0
208,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,0.9725760579757541,1
209,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0.3636830883644319,0
210,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0.04074211695493857,0
211,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,0.013055232067013398,0
212,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,0.22125979120579048,0
213,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0.022946793513495982,0
214,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0.3138939403750457,0
215,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.9786508039645421,1
216,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0.23493075294369326,0
217,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0.02390533087166991,0
218,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,0.07149544354882255,0
219,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,0.9615067180494938,1
220,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0.01701524053382527,0
221,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0.10757938824882793,0
222,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,0.0159847090583776,0
223,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,0.7967826707527751,1
224,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,0.9642379129396211,1
225,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0.04414061889928359,0
226,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,0.013725290047037311,0
227,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,0.9801251372619066,1
228,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,0.9748738008061103,1
229,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,0.9173285553515951,1
230,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,0.020650437322067578,0
231,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,0.020442905353270695,0
232,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,0.016054887464394513,0
233,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0.025068453105310345,0
234,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0.020276617570509144,0
235,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,0.9687689881358921,1
236,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,0.020880385856083008,0
237,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,0.9863479776102393,1
238,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,0.9825927035067756,1
239,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0.01856426958436844,0
240,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,0.01442716132218352,0
241,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0.22771782944611613,0
242,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,0.019760870930070087,0
243,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,0.8744178898250741,1
244,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,0.014865462159586734,0
245,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,0.3632598742999383,0
246,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,0.032858844950643014,0
247,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,0.015895511317196766,0
248,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0.048414721584353546,0
249,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,0.9867682090285692,1
250,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0.12041995060805784,0
251,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0.01685971962177442,0
252,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,0.023225185218053234,0
253,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0.03705655570244064,0
254,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,0.1079518623056023,0
255,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,0.026453308952683507,0
256,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,0.012843408972228937,0
257,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.06454994375057556,0
258,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,0.020273536775702813,0
259,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0.050704858953721885,0
260,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,0.0243653762895287,0
261,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,0.275460299244487,0
262,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,0.04554855180450398,0
263,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0.028651817162480032,0
264,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,0.016589905727864798,0
265,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0.1502618862225735,0
